u,v
2280869155,968631542
2281784219,1223933832
2282815455,410186242
2282815455,210295707
2285263014,2285263022
2285263014,2285263022
2285263014,410366077
2285263022,746966514
2285263022,2285263014
2285263022,2285263014
2286420381,2286420384
2286420381,10091762680
2286420381,786662865
2286420384,2286420381
2286420384,786663059
2286420384,786662878
2286560257,241587035
2286560257,3771422340
2289376902,2289376903
2289376902,827194503
2289376903,1259864748
2289376903,2289376911
2289376905,2289376902
2289376905,1259865653
2289376906,2289376921
2289376906,1259865618
2289376908,2289376905
2289376908,1259865582
2289376908,2289376947
2289376911,2289377005
2289376911,2289376916
2289376911,1259865231
2289376915,2291011647
2289376915,1259865241
2289376915,2289376925
2289376916,2289376987
2289376916,2289376911
2289376916,1259865856
2289376918,2289376954
2289376918,1259864839
2289376918,2289376995
2289376919,947872446
2289376919,2289376992
2289376919,2293550276
2289376921,827194498
2289376921,2289376956
2289376921,2027423086
2289376923,2289376976
2289376923,2289376927
2289376923,1259864669
2289376924,2289376906
2289376924,1259864860
2289376924,2289377008
2289376925,827194508
2289376925,2289376944
2289376925,2289376915
2289376927,2289376951
2289376927,1259865626
2289376927,2289376923
2289376928,1259865394
2289376928,2289376925
2289376933,2289376935
2289376933,1259865570
2289376935,2289376992
2289376935,1259865445
2289376935,2293550276
2289376938,2289376966
2289376938,1259865081
2289376938,2289376957
2289376942,2289376938
2289376942,1259865927
2289376944,2289376923
2289376944,1259865459
2289376947,2289376984
2289376947,2289376908
2289376947,1259865355
2289376948,2289376916
2289376948,1259865704
2289376950,2958383168
2289376950,2289376924
2289376951,1259865421
2289376951,2289376915
2289376954,2289376927
2289376954,768430052
2289376956,2289376971
2289376956,2289376921
2289376956,827194540
2289376957,2291036767
2289376957,2289376938
2289376957,1259865616
2289376961,474623147
2289376961,827194481
2289376961,1933311090
2289376963,2289377010
2289376963,827194556
2289376966,2289376950
2289376966,1259865579
2289376968,2289376942
2289376968,1259865989
2289376971,2289377008
2289376971,1259865639
2289376973,2289376981
2289376973,1259865539
2289376976,2289376995
2289376976,768430054
2289376981,1259864715
2289376981,2289376947
2289376984,2289376933
2289376984,1259865699
2289376987,2289376973
2289376987,1760662893
2289376992,6809107813
2289376992,2289376919
2289376992,1259864999
2289376995,2289377002
2289376995,1259865258
2289376995,2289376918
2289377000,2289376948
2289377000,1259866017
2289377002,827194521
2289377002,2289376956
2289377005,2289376968
2289377005,1259865189
2289377008,2291368021
2289377008,2289376924
2289377010,2289376908
2289377010,1259865375
2291011647,1259865924
2291011647,2289376961
2291014056,475967314
2291021927,2291021928
2291021927,1495262758
2291021928,11306762094
2291021928,453025590
2291036767,2289377000
2291036767,1259865111
2291053363,1952356973
2291053363,1952356978
2291368021,2289376957
2291368021,827194542
2291383589,210307188
2291383589,2291383604
2291383592,210295700
2291383592,2291383596
2291383596,410359517
2291383596,2291477958
2291383596,2507853636
2291383604,2491860503
2291383604,453025591
2291411152,410410136
2291411152,472791485
2291411152,2291411168
2291411158,2027449212
2291411158,703680379
2291411158,2291411152
2291411162,2291411166
2291411162,411705453
2291411166,1901737418
2291411166,2291411158
2291411168,2291383592
2291411168,4585299339
2291477953,1453435727
2291477953,421848292
2291477953,411704362
2291477958,453025596
2291477958,2507305129
2291477958,1933336104
2291477963,453025659
2291477963,2507305132
2291477963,453025595
2293393800,453025660
2293393800,2291383589
2293465209,410666259
2293550276,2289376935
2293550276,2289376963
2295559692,513570597
2295559692,410177783
2295559695,746996627
2295559695,2295559692
2295559695,7692612966
2295559696,2295559695
2295559696,7692613141
2297166928,1005062414
2307233958,1262271514
2313777433,827194527
2313777435,1259865929
2313777439,1259866019
2313777440,1259864667
2313777441,1259865135
2313777442,1261052544
2313794144,480793677
2313794146,480793699
2315478234,594879727
2321418317,410410141
2321479284,1419778259
2321488285,453025602
2321488285,453025601
2321488285,411705403
2321544171,353835597
2321544175,353835596
2326862919,2183289830
2326862919,473492477
2326862919,2183289876
2326989729,452949069
2330197280,786662724
2330197280,786662565
2330197280,3970846730
2330197285,786663019
2330199357,1877181983
2332671635,794162851
2332671635,814626903
2332671635,2332671645
2332671645,814626913
2332671645,2332671635
2332671645,2332671656
2332671656,814626718
2332671656,814626968
2332671656,2332671645
2332671685,814626960
2332671685,814627149
2332671685,814626909
2332671689,814627125
2332671689,814627216
2332671689,814626867
2334105734,410668880
2334109808,480793756
2334131945,3491600045
2338248896,456976512
2338248896,2010073043
2340763835,2037735860
2340763835,2340763837
2340763835,2241014990
2340763837,2340763835
2340763837,2037735860
2340763837,2340763843
2340763843,2340763837
2340763843,771641998
2340763843,932497219
2342888265,2010073057
2344157037,612933807
2344157037,410379181
2344157037,410382624
2344172999,4728047412
2344172999,795322425
2344172999,795322640
2344172999,1258243454
2348887877,484756695
2349123329,873829598
2350640287,1259865996
2350640287,1259865771
2350640287,1259865705
2350654372,2350654374
2350654374,2350654372
2350654374,1263637874
2350654374,410577802
2352110303,241573959
2352110303,959460444
2362680755,1088800375
2364309277,1899862055
2364309283,781037447
2366543589,2366543599
2366543589,2366543592
2366543592,2366543599
2366543592,11164480166
2366543593,11164480166
2366543593,688501550
2366543593,688501552
2366543599,2131787639
2368060332,766247103
2368672787,2368672816
2368672816,639637898
2368672816,585138606
2368672816,2368672787
2371481226,2371481228
2371481228,2371481226
2371481228,1727470675
2371481228,6097640224
2371481228,472791381
2371512227,2371512243
2371512227,858060386
2371512227,858059710
2371512243,2371512227
2371512243,858060380
2371512243,1039315233
2371512477,1983959080
2374543642,1246102450
2374543642,956663048
2374543642,2692180281
2388119367,7177478821
2388119367,9979504064
2388119367,1249784257
2388448755,1259865674
2389483468,410974435
2389483471,410688505
2389483471,410684305
2389483471,410974435
2389536736,474623161
2391380838,411693835
2391380838,411693838
2391380838,453025652
2392802721,875670439
2393497791,480793088
2393497791,480793085
2393497791,480793087
2398039738,1400585064
2398039743,856534553
2398039743,1400585070
2398039743,3093670770
2398039756,856534559
2398039756,856534534
2398039756,4613948533
2400048756,1259865837
2400048772,1259865837
2400048772,6263642192
2400048772,9041562237
2400048774,1827290153
2402109127,410992752
2402109127,453025700
2402109127,1741085122
2404422747,410668888
2404422747,410706628
2404422747,410708627
2407114671,345733496
2407114671,2407120546
2407120545,2407120550
2407120545,345733679
2407120546,345733620
2407120546,2407120545
2407120550,178263728
2407120550,178180441
2407120550,345733435
2411687914,312978679
2411687914,981877849
2420565803,594879727
2420565803,605219250
2420565803,1907847525
2426446448,1118618933
2426446448,1044930678
2426446448,2426446499
2426446499,2426446448
2426583722,410910351
2426583722,410910354
2426583722,410695023
2427947438,642952345
2427947438,2047702279
2431842027,410520705
2431842027,410518583
2431842027,410534549
2434762672,795322476
2434762674,795322474
2434762674,795322722
2434762674,795322830
2435384880,241556201
2435384880,241556779
2438991784,2052669853
2438991784,1254151770
2438991784,746996652
2444339971,3090135181
2444339971,1259865233
2444339971,2444339976
2444339971,3092033961
2444339973,2444339976
2444339973,3090135181
2444339975,2444339973
2444339975,1660098149
2444339976,2444339971
2444339976,1259864554
2444339976,2444339989
2444339982,2867933100
2444339982,2289376919
2444339989,410181732
2444339989,2444339982
2444396175,410379856
2444396175,1652422060
2444396175,2444396190
2444396178,2444396182
2444396178,2444396182
2444396178,410379856
2444396182,465353165
2444396182,2444396178
2444396182,2444396178
2444396190,2444396175
2460064845,1880347083
2460064845,746912448
2460064845,465215467
2460099592,737359128
2460099678,410364959
2460099678,410366113
2460099678,2460099803
2460099803,2460099678
2465176591,2465176597
2465176591,796832519
2465176591,9663632129
2465176597,2465176647
2465176597,2465176591
2465176597,2989214015
2465176616,242922904
2465176647,2465176597
2468405937,2509040511
2468405937,537519756
2468405937,981995732
2469615435,1249987137
2469615508,1249987092
2469615508,1249987119
2469615508,765589612
2469624987,1262271392
2470705568,2470705581
2470705581,2470705594
2470705581,2470705603
2470705581,2470705568
2470705594,2470705581
2470705603,1478800465
2470705603,1039119051
2470705603,2470705581
2470866582,410379858
2473034229,2473034233
2473034233,1241638906
2473034233,2473034229
2473034233,2537602178
2477350733,803180318
2477350733,2477350738
2477350733,803180913
2477350738,803180913
2477350738,1223933506
2477350738,2477350733
2477350750,803180651
2477350750,2477350770
2477350750,2477350767
2477350767,802040648
2477350767,2477350782
2477350767,2477350750
2477350767,2477350776
2477350770,2477350782
2477350770,2477350750
2477350770,1223933506
2477350776,802040901
2477350776,802040615
2477350776,2477350767
2477350776,2477350781
2477350781,802040891
2477350781,2477350786
2477350781,2477350776
2477350782,2477350767
2477350782,2477350770
2477350782,802040901
2477350782,2477350787
2477350785,2477350787
2477350785,1223933506
2477350785,4772257937
2477350786,2477350781
2477350786,2477350789
2477350786,802040901
2477350787,2477350785
2477350787,2477350782
2477350787,802041141
2477350787,2477350789
2477350789,2477350786
2477350789,802040749
2477350789,2477350787
2480881614,696364087
2480881614,2480881626
2480881626,2480881628
2480881626,2480881635
2480881628,696364087
2480881628,2480881626
2480881635,696364088
2480881635,2480881637
2480881636,696364088
2480881636,696364074
2480881636,696364087
2480881637,2480881638
2480881637,3899611968
2480881638,2480881637
2480881638,696364088
2481930962,947872939
2481930962,3339523202
2481930962,3090132343
2481940568,794162618
2481940568,794162634
2482088041,410367325
2482088041,410367329
2482088041,2491856687
2490661965,796622058
2491856680,410410145
2491856680,2491856695
2491856684,410995405
2491856684,2491856697
2491856687,410231058
2491856687,2491856705
2491856687,410232531
2491856695,241863604
2491856695,2491860514
2491856697,3746851936
2491856697,410992754
2491856699,411022577
2491856699,2491856684
2491856699,411022582
2491856705,411025587
2491856705,411025589
2491856705,2491856699
2491860496,2491860512
2491860496,453025587
2491860496,1495262761
2491860503,5726427695
2491860503,2291021927
2491860512,1495262758
2491860512,2491860503
2491860514,410043788
2491860514,410410140
2491860514,2491860518
2491860518,612933758
2491860518,1495262766
2491860518,2491860520
2491860520,453025610
2491860520,2491860496
2491860520,1495262764
2495746923,410500550
2495746923,1880373703
2495746923,1880373706
2495746942,410502909
2495746942,5217527545
2495746942,5217527543
2495983919,778883098
2496010358,775505182
2496010363,775505119
2496924562,612933750
2497113221,1532282690
2502577479,1934624914
2502577502,8979935582
2502577502,2681592104
2502577502,3027178003
2503439806,2503439810
2503439806,410807467
2503439810,2503439813
2503439810,2503439806
2503439812,2503439806
2503439812,2503439813
2503439813,696363696
2503439813,2503439812
2503441554,2503441561
2503441554,410807160
2503441561,2503441554
2503441561,410806952
2503497122,615443406
2505494926,621219529
2505519308,410974436
2505519308,410688505
2505519308,410974437
2507305129,2293393800
2507305129,2507305132
2507305132,2291477963
2507305132,1933336104
2507305132,2507305129
2507853636,1933336104
2507853636,2291383596
2507853636,453025585
2509040511,2468405937
2509040511,981995732
2509040511,2509040514
2509040514,2509040511
2509040514,1081918564
2509040514,1081918362
2512431276,2838852838
2512431276,2838852872
2512431276,1877182277
2513575505,410377915
2513575505,410377471
2513575505,2513575507
2513575507,410377472
2513575507,410376393
2513575507,2513575505
2513575544,410377914
2515906885,410500789
2515906885,410502902
2515906885,1411778746
2521830766,802040740
2521830766,2726434525
2521830766,2726434525
2521852059,1983959058
2521852059,1249784118
2521852059,3617794407
2523910548,827194553
2523910548,1760662887
2523910548,10896604313
2528849818,472791437
2528849818,472791441
2528849818,1419769256
2533120251,617504090
2537602178,1595904175
2537602178,1241638575
2537602178,2473034233
2537602180,1241638620
2540795196,617108091
2540795196,617108099
2540795196,1255700554
2567522964,11379175315
2567522964,410533267
2572500292,2216314111
2573973701,2573973739
2573973701,2940261120
2573973701,4129698656
2573973702,2940261120
2573973738,2573973739
2573973739,2573973738
2573973739,2940261121
2573973740,2940261121
2583165146,2583165161
2583165146,2583165161
2583165146,1103200740
2583165161,456038244
2583165161,2583165146
2583165161,2583165146
2592691577,2592691610
2592691610,480793827
2592691610,2592691677
2592691610,480793545
2592691610,2592691577
2592691677,480793830
2592691677,2592691610
2592691677,480793341
2592692045,480793802
2596231589,1246523904
2596231589,936833671
2596231589,1246523772
2596324170,2291383589
2596324170,453025659
2596324172,2596324170
2596324172,453025591
2596328295,789299876
2623043898,1899588744
2623070860,2623070866
2623070860,2953795461
2623070860,623983451
2623070866,2623070860
2623082314,410813229
2633413317,410815427
2633413317,241863142
2633413317,3069733704
2633519187,484078506
2633519187,480793129
2633519187,480793097
2658857380,1636434562
2663347322,796622244
2663347322,796622135
2663347322,794163147
2681592104,2502577502
2681592104,241543371
2681592104,5777111054
2689318778,1419782438
2689318778,453025701
2689318778,410043788
2690742689,1666319878
2690742689,5046746204
2690742689,731910837
2692180281,2374543642
2699329968,1390570496
2705219692,1026002678
2705219692,1026003271
2705219692,2074396938
2705219697,595574468
2705219697,595574536
2705219697,2705219699
2705219699,1026003273
2705219699,1026002678
2705219699,2705219697
2718698692,931449570
2718741980,2718741986
2718741980,1433193126
2718741986,2718741980
2718741986,612933798
2726434525,795322442
2726434525,2521830766
2726434525,2521830766
2736296631,2736296655
2736296631,2736296637
2736296631,2736296664
2736296637,2736296631
2736296655,1234770977
2736296655,2736296631
2736296655,2736296664
2736296664,2736296631
2736296664,1234770977
2736296664,2736296655
2748911976,794162726
2748911976,7987873756
2748911976,795322494
2753170820,1248534615
2753170820,1217524116
2753170820,312979260
2753170984,1248534637
2753170984,1217523893
2753170984,484756687
2760017659,1259865893
2760017659,1760662887
2760017659,1259865175
2789738884,410504569
2789738884,929841703
2789738884,410500550
2789748784,411021053
2789790857,1258147751
2795783875,786662534
2807785251,474623104
2807785251,1101914150
2807785251,2195279043
2812544375,1952356974
2812544375,410576414
2814749082,1246523900
2814749082,1246523663
2814749082,1246523962
2814749125,410231055
2814749125,7536200702
2814749125,4215038327
2837534904,480793057
2837534904,480793046
2837534904,2837534907
2837534907,480793046
2837534907,1254074471
2837534907,2837534904
2838852838,2512431276
2838852846,1943734814
2838852872,2512431276
2841116773,3052938608
2841116773,410520306
2846280535,4389610376
2854390252,958024264
2854529951,794162618
2854529951,794162779
2854529951,3178375774
2857461730,410386906
2857461730,1446835547
2857461732,410553404
2861373854,618029040
2861373861,1768291801
2861412573,411691069
2863440763,688488715
2863440763,11164480166
2863440763,1818469696
2867845335,2867845341
2867845335,2867845341
2867845335,5334554275
2867845340,1039311183
2867845340,1088799488
2867845340,2867845341
2867845341,2867845340
2867845341,2867845335
2867845341,2867845335
2867898946,1755642371
2867898946,1755642393
2867898946,1223934074
2867933100,3214202653
2867933100,5726445995
2871641040,5239347070
2871641040,5239562736
2871641040,5239562765
2871641046,5239562736
2871641046,1934624909
2871641046,3027177972
2871864795,410690466
2875658397,1255700609
2881432175,947872226
2881432175,1262271585
2881432175,947872475
2884714743,1234770975
2884714743,312978897
2884826593,410260492
2888453200,615443409
2888453200,617108047
2888453200,484756689
2888486056,2888486099
2888486056,1118618933
2888486056,1660098228
2888486099,2888486056
2918215528,789299876
2918215528,3176293901
2918215528,2918215531
2918215531,663562262
2918215531,3176293910
2918215531,2918215528
2918215543,663562336
2918215543,663562336
2918215543,663562262
2918233756,945656562
2918233756,945656288
2918233756,4241767308
2918234032,945656045
2918405278,1005062414
2918405278,478864064
2918405278,988614689
2919969104,410518319
2919969105,410520704
2920014330,2920014441
2920014330,410498912
2920014441,2920014330
2920014441,410392219
2920014581,410392219
2923299737,1952356980
2923299737,410579416
2924139627,474622841
2924139627,9103892635
2930732729,5197710609
2930732729,5197710572
2930732729,410543830
2930785426,410902655
2930785486,410712640
2932251557,410903859
2932326209,1179138308
2935191332,480793023
2935191332,480793020
2935191332,480793028
2935215642,480793176
2935215642,2935215672
2935215642,480793256
2935215672,2935215642
2935215672,480793152
2935215672,480793176
2935255272,602950926
2935255272,600406628
2935255272,410552468
2935256725,410603548
2940057235,688483261
2940261120,2573973702
2940261120,5240449797
2940261120,2573973701
2940261121,2940261120
2940261121,2573973740
2940261121,2573973739
2953795461,910307421
2953795461,410814853
2953795461,2623070860
2953819656,410243200
2953819656,410245462
2953819656,410243516
2953876429,410691878
2953876430,410691150
2953876430,1797838976
2953876430,4350587524
2953877438,410691150
2953877457,410691151
2953936913,410976671
2958337229,410386732
2958337229,410386204
2958337229,410386789
2958383158,1259865708
2958383158,2958383168
2958383158,2958383168
2958383168,2289376950
2958383168,2958383158
2958383168,2958383158
2984189513,1259865450
2985490091,1249784118
2987171671,410410140
2987171671,2987171676
2987171676,985394936
2987171676,2987171671
2988944928,1899588757
2988944928,2988944991
2988944928,411691954
2988944991,1899588793
2988944991,2988944928
2988944991,1899588786
2989214015,2465176597
2995413043,1235417223
2997181551,1470641313
2997239289,410974438
2997239289,1633538984
2997239289,410974440
2997239294,410974440
2997239294,410969419
2997239294,410974442
3017379084,1419782438
3017379084,474623104
3017697582,7395439377
3027177972,2871641046
3027177978,5239562765
3027177978,3027178003
3027177978,4198758052
3027178003,4733985230
3027178003,3027177978
3027178003,2502577502
3027178015,4894206527
3027178015,1934624914
3027178018,3813484014
3027178018,4733985230
3027178018,4198758056
3027178018,3813484015
3027178210,1241638867
3027178216,1595904175
3029143739,1039119040
3029143739,353835637
3029143739,480792972
3042962579,241585584
3042962579,1695929860
3043163146,1470641314
3043163164,3808180446
3044947124,1653903297
3044954290,474622888
3045071215,480792959
3045071215,353834537
3045071215,480792905
3052938608,2841116773
3052938608,1968064777
3052938608,4434141802
3053038113,3053038115
3053038113,3053038115
3053038113,513558944
3053038115,3053038113
3053038115,3053038113
3053038115,513558944
3054697696,9336897995
3056762927,410581954
3056762927,612933746
3056762927,410582519
3059131792,3253204049
3059131793,615443789
3059131793,3253204057
3059131803,3059131818
3059131803,3059131824
3059131818,3059131792
3059131818,473492504
3059131824,3253204048
3066269576,3103189792
3066269576,3066269577
3066269577,1263637879
3066269577,3066269576
3069733702,605219250
3069733704,2633413317
3072844587,1305528211
3072850736,863099582
3081179963,3081179964
3081179963,3103189800
3081179963,241863142
3081179964,3081179963
3081179964,410374849
3081179964,3149176090
3090132343,2481930962
3090132343,3090135168
3090132343,1660098133
3090135168,947872477
3090135168,1660098152
3090135168,3090132343
3090135181,2444339971
3090135181,1660098133
3090135181,1660098140
3092033961,947872446
3092033961,4122428215
3092033961,2444339971
3092176965,10651170423
3092178965,4111767029
3093670590,3093670659
3093670590,3093670659
3093670590,3095116515
3093670659,3093670590
3093670659,3093670590
3093670659,1400585064
3093670770,2398039743
3093670882,856534519
3093670882,856534547
3093670882,856534508
3095116515,3093670590
3095116527,1621465646
3095116527,856534559
3095116527,1634934955
3096656316,1088801367
3096656316,1088799689
3096656316,1088801754
3096656321,1088800572
3096656321,1088800500
3096656321,1088801269
3096656323,1088801566
3096656323,1088800500
3096656323,1088800375
3096925260,612933738
3101359235,3101359242
3101359235,673461058
3101359242,3101359235
3101359242,3101359279
3101359279,1130760944
3101359279,678369553
3103189792,241863142
3103189792,3081179963
3103189800,1541860037
3116048068,858060161
3116048068,1088799488
3116048068,5333146626
3116048555,1249784415
3120297626,1732771319
3120297626,941363619
3120696355,678991729
3120696355,410806295
3120696355,453025685
3128929329,941363503
3128929329,941363283
3128955339,1241638453
3134748136,410551240
3134748137,410605913
3134748137,410603547
3134748137,410548256
3134749560,597144159
3139536053,789299576
3139536096,1973308776
3139536120,1973308776
3149176090,3066269577
3149176097,410374849
3149176097,3081179964
3152052114,3152052114
3152052114,3152052114
3152052114,411021959
3161221896,3161221897
3161221896,688488684
3161221897,3161221896
3161221897,2131787640
3162917023,457412047
3162917023,8227346598
3162917023,3981138487
3168295278,1215910632
3169940268,814627161
3169940268,814626733
3169940268,814626790
3169968623,1259865620
3169968623,1259864740
3169968623,1259865704
3170151778,702366468
3171149860,697306145
3171149860,5724140133
3171149860,1694052657
3176279085,794162634
3176279085,846551167
3176279085,3176279092
3176279092,3176279100
3176279092,794162811
3176279100,794163038
3176279100,2481940568
3176279137,241544788
3176279137,241543353
3176279137,1419030206
3176279139,3630566233
3176279139,3176279143
3176279142,241544788
3176279142,786662970
3176279143,3176279147
3176279143,786662916
3176279146,3176279142
3176279147,1473153582
3176279158,3176279146
3176279158,241543349
3176293806,789299716
3176293901,2918215528
3176293901,789299568
3176293901,3176293910
3176293910,2918215531
3176293910,3176293901
3176293910,663562238
3176971016,1254151770
3176971105,410175659
3176971105,1835060613
3178375774,2854529951
3178375776,794163053
3181682153,11059298231
3181682153,9663627907
3211939200,637035760
3211939200,11385015476
3211939200,1249784161
3211939200,8005515328
3211939212,1377324972
3212066446,1246523796
3213670172,663562361
3213670172,663562238
3214202653,3214207079
3214207079,1259865544
3214207079,5726445995
3224497140,484078464
3225975469,795322826
3225975469,795322484
3225975469,1118365019
3250350583,1399423928
3250350583,731804765
3250350583,731804734
3253204048,3253204053
3253204048,11385015476
3253204049,3289992580
3253204050,3059131824
3253204050,3059131793
3253204053,473492504
3253204053,3253204049
3253204057,3321011246
3257789329,1769185730
3257789329,1695929860
3257789329,4500295039
3261169972,480793608
3261169972,1878821412
3261169972,4617728339
3289992579,474622855
3289992580,3289992579
3289992580,771642332
3290467209,2573973701
3290467209,4129698656
3290467209,5240449797
3290467211,5240449797
3297988625,1952301694
3297988626,1952301697
3297988626,3297988642
3297988631,1952301696
3297988631,3297988625
3297988631,612933793
3297988642,1952301697
3297988642,3297988645
3297988642,410580444
3297988644,1952301696
3297988644,3297988631
3297988645,1952301682
3307649608,1595904175
3318156623,1081918413
3318156623,11379832839
3321011246,637035582
3321011246,2183289695
3321556998,3149176097
3321556998,1541860037
3324731251,6471805144
3324731251,1778800664
3324731251,3324731601
3324731592,2131063826
3324731601,3324731592
3324731601,6471805136
3324731704,6471805130
3324731704,1244296653
3324731704,6469162284
3324731769,410798885
3324731774,5124510241
3324731774,2286560257
3328157412,3840725322
3328157412,1222767470
3339523049,1660098061
3339523049,1660097325
3339523049,3339523085
3339523085,3339523049
3339523202,2481930962
3345653427,621772922
3345667319,9269754953
3345667319,9269754953
3345667319,621772925
3345678696,9269754954
3345679715,9269754954
3345775034,1869775343
3357346437,410690735
3382367501,5188785251
3382367539,789299845
3382367539,789299724
3382367539,2195316295
3442372823,766221528
3450156069,410712641
3450156069,1718967635
3450156069,1718967635
3461480492,410904793
3461483035,1770173995
3468987833,2075906179
3468987833,1235417222
3468987833,3468987836
3468987836,3468987833
3471093678,2052669823
3471094023,7692613141
3472682843,1261052504
3472682911,3472682992
3472682992,1013022870
3472682992,1652364018
3472682992,3472682911
3473806771,6655405302
3473806785,1254074434
3473806802,480793716
3473806802,480793705
3473806802,480793708
3473807043,480793784
3483465918,9359129712
3491600045,410666259
3491600045,410706628
3491600045,2334131945
3518959209,775505119
3518959209,775505182
3518959209,775505156
3523214435,1013022979
3530026535,3530026538
3530026535,3530026542
3530026535,1039117230
3530026535,480793334
3530026538,480793283
3530026538,1039117230
3530026538,3530026535
3530026542,3530026544
3530026542,1470667621
3530026542,3530026535
3530026544,3530026542
3530026544,1470667621
3530026544,956663326
3553126663,746966746
3562683566,3562684622
3562684622,3562683566
3562684622,410807729
3580486190,410410153
3580486190,999419957
3580486190,3580486819
3580486819,3580486190
3580486819,1259865569
3580486819,1259865380
3593936169,2131874834
3593936169,4362535531
3609540433,410801381
3617775387,3617794395
3617794395,3617775387
3617794395,3617794407
3617794395,5458140215
3617794407,3617794395
3617794407,2521852059
3617794407,6036497867
3621361924,410596107
3630566233,3176279139
3631420467,410800447
3659200905,410500946
3659200905,410502909
3659200905,5217527549
3659200913,410502910
3659200913,474622894
3659200913,5217527549
3659645841,3176279147
3659645841,789299807
3669700187,1252676155
3670043257,959107081
3722006039,795322442
3722006039,803180688
3722006039,795322472
3745022284,1246523861
3746851936,410988388
3746851936,2491856680
3755344400,11374862997
3755344400,410546059
3755344400,410581825
3758496075,1026003172
3758496075,1026003349
3758496075,731804662
3758497379,1026003172
3762166874,410502902
3762166874,1834914465
3762166874,410498764
3769904550,910307478
3771422337,241587035
3771422337,3771422340
3771422340,2131063843
3793731605,1252676291
3793731901,1252676291
3793731901,3793732038
3793731901,4894206415
3793732038,3793731901
3798041505,312980657
3806547466,1024756491
3806547466,1249784169
3806547466,1024757101
3808180446,1470641322
3808180446,1470641332
3808180446,3043163164
3813484014,3027178018
3813484014,4733985229
3813484014,3813484015
3813484015,3813484014
3813484015,3027178018
3813484015,3813484018
3813484018,1934624920
3813484018,8979935582
3813484018,3813484015
3813484026,410225518
3828101362,3828101687
3828101687,1934625018
3828101687,1934624951
3828101687,3828101362
3832099860,353860828
3832151727,2216314111
3840348645,1024757672
3840725321,353837303
3840725321,4001979289
3840725322,3840725321
3846248020,940074033
3846248020,940072842
3846248020,6645931882
3868641192,795322854
3899611968,410374855
3899611968,11391385583
3907633223,947872496
3907633359,3907633423
3907633359,3907633383
3907633359,947872533
3907633383,947872331
3907633383,3907633359
3907633383,947872259
3907633423,3907633359
3953179908,2027829856
3953179908,210391493
3955009885,958023928
3955009885,958024264
3955009885,958024105
3957834808,1784399366
3957834808,958024561
3957834808,3957834819
3957834819,957821140
3957834819,3957834808
3957834819,2160668461
3970846688,241556051
3970846730,786662565
3970846730,786662926
3970846730,2330197280
3970847567,786663074
3970847567,786662875
3970847567,786662613
3981138487,3162917023
3982333876,786662650
3982333876,786662844
3982333876,786662510
3985956973,2131791379
3985956973,668469166
3985956973,3985956977
3985956977,3985956973
4001979289,3181682153
4008805902,410592116
4008805902,410592988
4008805902,410592114
4010598384,4996810626
4010598384,947872554
4010598384,4010598893
4010598387,4010598893
4010598893,4010598387
4010598893,4010598900
4010598893,7149469276
4010598893,4010598384
4010598900,947872715
4010598900,4010598893
4010598900,947872819
4012346038,1249784504
4012346038,1249784490
4012346038,1249784344
4012346042,4012346046
4012346042,1249784344
4012346042,1249784415
4012346046,4012346042
4012346047,1249784490
4032362773,472791415
4032362773,472791474
4039482684,1259865043
4089901179,1660097325
4089901179,4089901188
4089901179,4996810626
4089901188,4089901179
4089901188,947872819
4089901188,947872402
4111767029,410178898
4111767029,410410153
4111767029,3092178965
4111767060,1259865573
4111767060,1259865252
4111767060,1259865712
4111885019,465238030
4111885019,1259865160
4111885019,940072842
4120412206,410583284
4122428215,3092033961
4126471736,1741084532
4126471737,1741085122
4129560856,1259865771
4129560856,1259864753
4129560856,1259864719
4129698654,3290467209
4129698656,2573973701
4129698656,1933296291
4129698656,3290467209
4182827318,668469166
4182827318,7202745203
4182827318,931449441
4182827318,1223933218
4186765930,1486723660
4186765930,6655405120
4186765930,6655405302
4189290760,1240976692
4189316390,453025667
4189316390,1768341317
4191429874,1249784209
4194784299,410996658
4194784299,453025650
4194784310,4194784299
4194784310,411692390
4196439301,1178570637
4196462974,410603545
4196579706,410518323
4196579866,410522155
4198758050,4198758052
4198758052,4198758050
4198758052,4355319574
4198758052,3027177978
4198758056,5239562760
4198758056,4198758066
4198758056,3027178018
4198758066,4355319574
4198758066,4198758056
4198758066,1256843932
4201634538,1246523653
4202298314,638913930
4206191689,345683378
4206191689,4206191690
4206191690,2047702295
4206191690,4206191689
4206493176,411691954
4206493181,1899588786
4214876896,1261052525
4214933287,410410143
4214933389,410229272
4215037996,612933770
4215037996,411021058
4215037996,410995143
4215038049,411022591
4215038049,411023104
4215038049,411023108
4215038318,1196728042
4215038325,410231055
4215038325,4215038327
4215038325,7536200462
4215038327,410231055
4215038327,4215038325
4215038327,2814749125
4228871445,410581394
4228871445,410581820
4228871445,410581395
4241767308,2918233756
4253843059,452945819
4253843059,474622894
4253843059,410376412
4272906878,795322802
4272906878,795322510
4272906878,795322838
4277500870,2131063843
4277500870,3771422337
4277500870,410798601
4281529809,410914481
4281529809,410913502
4281529809,410914482
4290483432,4290483460
4290483432,4290483433
4290483432,410520702
4290483433,410520703
4290483433,4290483461
4290483433,4290483432
4290483460,4290483432
4290483460,410515580
4290483460,4290483461
4290483461,4290483433
4290483461,410516555
4290483461,4290483460
4294587689,4294587690
4294587690,4294587689
4294587690,480793146
4294587690,480793152
